Wall time,Step,Value
1559000364.627147,18,0.2754978537559509
1559000365.465182,42,0.0811639130115509
1559000365.5488021,45,0.1256956160068512
1559000366.529896,71,0.0695744976401329
1559000367.3194969,94,0.05636538192629814
1559000369.7026439,155,0.03918334096670151
1559000369.7872798,158,0.03494703024625778
1559000370.041745,167,0.024268385022878647
1559000372.182317,229,0.014417310245335102
1559000372.322298,234,0.02944551408290863
1559000373.265377,255,0.03628288954496384
1559000373.6118872,267,0.017904506996273994
1559000373.780163,273,0.021970288828015327
1559000375.023732,308,0.02532058022916317
1559000375.224015,310,0.014084914699196815
1559000375.450401,318,0.01792113110423088
1559000376.2674718,347,0.03475765883922577
1559000377.076294,367,0.01434217020869255
1559000379.01324,421,0.00782108586281538
1559000380.518604,460,0.024618307128548622
1559000380.9169211,474,0.03221102058887482
1559000383.0851672,536,0.005163867957890034
1559000384.248704,563,0.008365044370293617
1559000384.7014241,579,0.006176923401653767
1559000384.8985431,586,0.010723022744059563
1559000384.927088,587,0.012614574283361435
1559000386.261292,620,0.010746454820036888
1559000386.655814,634,0.011103236116468906
1559000387.026849,647,0.01087149977684021
1559000387.767817,661,0.008931905031204224
1559000388.051573,671,0.007975510321557522
1559000389.6699939,714,0.0037749744951725006
1559000389.899219,722,0.00503429165109992
1559000390.1248782,730,0.01156414020806551
1559000391.3836899,765,0.008800249546766281
1559000391.652056,769,0.010352717712521553
1559000391.7091131,771,0.005672876723110676
1559000392.109011,785,0.005305103026330471
1559000392.165216,787,0.010458454489707947
1559000392.365001,794,0.005560368299484253
1559000392.835465,802,0.005787367932498455
1559000393.004791,808,0.005419214256107807
1559000393.950046,836,0.007740971632301807
1559000397.8628259,945,0.008977705612778664
1559000398.856599,971,0.0028951489366590977
1559000398.884819,972,0.0054689315147697926
1559000399.057318,978,0.006266637705266476
1559000399.2317262,984,0.0028757653199136257
1559000400.176139,1002,0.00493142195045948
1559000400.261287,1005,0.004927182104438543
1559000400.525187,1014,0.01041932962834835
1559000402.248752,1063,0.00546436570584774
1559000402.335765,1066,0.005122732371091843
1559000402.6806011,1078,0.008194074034690857
1559000403.116813,1093,0.004042698536068201
1559000403.2894468,1099,0.009423816576600075
1559000403.665529,1104,0.007027157582342625
1559000405.570857,1156,0.006265442818403244
1559000405.7175522,1161,0.00564946886152029
1559000405.745693,1162,0.00830936897546053
1559000406.408921,1180,0.004492918029427528
1559000406.791381,1193,0.004770555067807436
1559000408.672265,1244,0.008163237944245338
1559000409.4129438,1261,0.005628409795463085
1559000411.449719,1316,0.007109110709279776
1559000411.537123,1319,0.005959395319223404
1559000412.0896158,1333,0.0028862119652330875
1559000412.203691,1337,0.0025147143751382828
1559000413.891636,1385,0.002529732882976532
1559000414.249322,1392,0.0032085757702589035
1559000415.122226,1414,0.006507551297545433
1559000415.477216,1426,0.0020240487065166235
1559000415.808275,1436,0.0022439593449234962
1559000417.0698082,1466,0.0032260464504361153
1559000417.3930292,1477,0.003897651331499219
1559000417.804683,1491,0.002888718619942665
1559000419.1318479,1523,0.00795808620750904
1559000420.271702,1552,0.002953975461423397
1559000420.731928,1568,0.005503855645656586
1559000421.231097,1584,0.006328907795250416
1559000421.351115,1588,0.008188610896468163
1559000422.089812,1605,0.005186497233808041
1559000423.253661,1640,0.004003437235951424
1559000424.879717,1682,0.005055924877524376
1559000425.140074,1691,0.0063398112542927265
1559000425.6990201,1702,0.004642450716346502
1559000425.905101,1709,0.006070196628570557
1559000426.169479,1718,0.0018247172702103853
1559000426.754678,1732,0.002916092984378338
1559000426.812289,1734,0.004826648160815239
1559000426.9036732,1737,0.0023891960736364126
1559000428.5815868,1781,0.0037137800827622414
1559000430.153879,1826,0.0049919793382287025
1559000430.8412569,1844,0.0035836747847497463
1559000431.3485792,1853,0.004731370136141777
1559000431.7454348,1866,0.005833348724991083
1559000431.843356,1869,0.003926723729819059
1559000432.079843,1877,0.003041186835616827
1559000433.621162,1917,0.0026973590720444918
1559000434.12639,1934,0.004197047092020512
1559000434.5597389,1944,0.0023225429467856884
1559000434.6545541,1947,0.002726275473833084
1559000436.825105,2001,0.002938400022685528
1559000437.2031202,2013,0.00337045406922698
1559000437.882439,2036,0.002567760646343231
1559000439.4346502,2076,0.004291122313588858
1559000439.463362,2077,0.004004810471087694
1559000439.6988401,2085,0.0041062175296247005
1559000439.815265,2089,0.002658144338056445
1559000440.018233,2096,0.002685312880203128
