Wall time,Step,Value
1558951211.9027772,18,0.6003369092941284
1558951213.817282,42,0.2568705976009369
1558951214.040096,45,0.3407498002052307
1558951216.52688,71,0.18033158779144287
1558951218.188997,94,0.1626032590866089
1558951223.567497,155,0.07781131565570831
1558951223.769918,158,0.05701189488172531
1558951224.37295,167,0.13264063000679016
1558951229.1385758,229,0.04793466627597809
1558951229.583748,234,0.060488276183605194
1558951231.4938948,255,0.0984874814748764
1558951232.346251,267,0.08646894991397858
1558951232.7260768,273,0.06937943398952484
1558951235.5309372,308,0.06616487354040146
1558951235.7518542,310,0.08449521660804749
1558951236.279852,318,0.03030320256948471
1558951238.252575,347,0.056571949273347855
1558951240.1637871,367,0.058230213820934296
1558951244.465087,421,0.0743020623922348
1558951247.966045,460,0.030379122123122215
1558951249.037208,474,0.03836021572351456
1558951253.9734788,536,0.0298476442694664
1558951256.3943381,563,0.04004186764359474
1558951257.5469818,579,0.029292820021510124
1558951258.026092,586,0.08389214426279068
1558951258.0926452,587,0.03876633942127228
1558951260.846585,620,0.027431795373558998
1558951261.9085371,634,0.059665992856025696
1558951262.762623,647,0.031214633956551552
1558951264.271204,661,0.039355091750621796
1558951264.942504,671,0.014144295826554298
1558951268.3764322,714,0.03146500140428543
1558951268.907747,722,0.0472848080098629
1558951269.551177,730,0.01137071754783392
1558951272.5105972,765,0.023886341601610184
1558951272.775527,769,0.04749574512243271
1558951272.904886,771,0.06859467923641205
1558951273.921458,785,0.028530990704894066
1558951274.0509639,787,0.01586620695888996
1558951274.503972,794,0.03552640974521637
1558951275.492736,802,0.020534055307507515
1558951275.969823,808,0.020574113354086876
1558951277.910296,836,0.034042954444885254
1558951286.276368,945,0.017492549493908882
1558951288.523912,971,0.03020620346069336
1558951288.5906801,972,0.016832316294312477
1558951288.962983,978,0.023592643439769745
1558951289.346663,984,0.018569404259324074
1558951291.066535,1002,0.013389680534601212
1558951291.2443762,1005,0.01938016526401043
1558951291.80361,1014,0.02103116549551487
1558951295.486479,1063,0.023433847352862358
1558951295.668222,1066,0.024827079847455025
1558951296.42946,1078,0.013982482254505157
1558951297.50208,1093,0.014381913468241692
1558951297.885141,1099,0.011246863752603531
1558951298.6894279,1104,0.022063100710511208
1558951302.7254279,1156,0.02801823616027832
1558951303.151406,1161,0.013512092642486095
1558951303.2208698,1162,0.014133863151073456
1558951304.424381,1180,0.03775830566883087
1558951305.400355,1193,0.025568094104528427
1558951309.391891,1244,0.012876240536570549
1558951311.097188,1261,0.008341439999639988
1558951315.349987,1316,0.013351434841752052
1558951315.541075,1319,0.018056515604257584
1558951316.554136,1333,0.01951383240520954
1558951316.811287,1337,0.0134731475263834
1558951320.756292,1385,0.03274531289935112
1558951321.2282119,1392,0.014903975650668144
1558951323.134314,1414,0.020088203251361847
1558951323.90673,1426,0.011038614436984062
1558951324.63792,1436,0.0233469158411026
1558951327.113045,1466,0.011218225583434105
1558951327.813847,1477,0.010602489113807678
1558951328.8219461,1491,0.016003713011741638
1558951331.49712,1523,0.023711662739515305
1558951333.936929,1552,0.01077031996101141
1558951335.09249,1568,0.023103293031454086
1558951336.112919,1584,0.004907669965177774
1558951336.369209,1588,0.008125722408294678
1558951338.020579,1605,0.007637651637196541
1558951340.378934,1640,0.008883995935320854
1558951343.821522,1682,0.009561974555253983
1558951344.409633,1691,0.006496282294392586
1558951345.644632,1702,0.014461217448115349
1558951346.0936651,1709,0.008891684003174305
1558951346.664372,1718,0.02086193859577179
1558951347.687681,1732,0.017653338611125946
1558951347.8161762,1734,0.014820864424109459
1558951348.002177,1737,0.015752971172332764
1558951351.4325728,1781,0.016867276281118393
1558951354.8999,1826,0.007183244917541742
1558951356.157804,1844,0.01487153023481369
1558951357.228904,1853,0.006191808730363846
1558951358.16513,1866,0.019191276282072067
1558951358.356071,1869,0.011388360522687435
1558951358.865432,1877,0.015613915398716927
1558951362.277953,1917,0.011771740391850471
1558951363.37158,1934,0.006899302825331688
1558951364.089248,1944,0.026032768189907074
1558951364.276903,1947,0.008574362844228745
1558951368.8638709,2001,0.007445358205586672
1558951369.6246772,2013,0.030512332916259766
1558951371.1939478,2036,0.00874677300453186
1558951374.243003,2076,0.010998861864209175
1558951374.307083,2077,0.005416044965386391
1558951374.922923,2085,0.007845533080399036
1558951375.187009,2089,0.012097658589482307
1558951375.633697,2096,0.0058160219341516495
1558951379.696237,2149,0.005178214516490698
1558951380.6555352,2156,0.006931510288268328
1558951382.729803,2187,0.004355341196060181
1558951383.101547,2191,0.011483002454042435
1558951383.6051059,2199,0.018073348328471184
1558951384.5626152,2207,0.01953849382698536
1558951384.8106198,2211,0.005725434049963951
1558951386.205821,2231,0.012536121532320976
1558951386.522084,2236,0.009528267197310925
1558951386.583679,2237,0.01495975349098444
1558951388.40415,2257,0.011613855138421059
1558951388.724055,2262,0.008919386193156242
1558951390.075385,2281,0.010862763971090317
1558951391.084403,2297,0.010065875947475433
1558951392.261268,2307,0.005571514833718538
1558951393.043524,2319,0.004925284069031477
1558951394.834379,2345,0.023433759808540344
1558951395.833984,2354,0.009240113198757172
1558951398.185449,2389,0.006358544807881117
1558951398.250293,2390,0.007212689146399498
1558951398.370881,2392,0.005391285289078951
1558951401.7516348,2436,0.007031646091490984
1558951402.382302,2444,0.006551168859004974
1558951403.3994272,2453,0.007626784034073353
1558951403.523702,2455,0.008089803159236908
1558951403.838218,2460,0.006015986669808626
1558951405.542579,2485,0.01891457661986351
1558951405.6065102,2486,0.014226851984858513
1558951406.336311,2496,0.009552444331347942
1558951406.4586082,2498,0.00936349667608738
1558951407.203873,2503,0.004091097507625818
1558951408.099634,2517,0.009759452193975449
1558951408.6090639,2523,0.013407133519649506
1558951409.190718,2532,0.011266060173511505
1558951410.151304,2547,0.019056163728237152
1558951411.0990489,2553,0.005894817877560854
1558951415.0054898,2606,0.006898722145706415
1558951420.697977,2685,0.007643079850822687
1558951422.3913522,2703,0.008565832860767841
1558951424.854135,2740,0.004396546166390181
1558951426.3084002,2754,0.007950928993523121
1558951428.607837,2789,0.00471761217340827
1558951434.949572,2872,0.010008440352976322
1558951436.58974,2896,0.006579941604286432
1558951442.341742,2967,0.009819183498620987
1558951442.8416839,2975,0.012091212905943394
1558951445.687389,3011,0.008583194576203823
1558951447.5070772,3038,0.005718157161027193
1558951447.702719,3041,0.007674019318073988
1558951452.045708,3099,0.0048313625156879425
1558951457.533261,3161,0.00808199867606163
1558951458.676419,3177,0.011599492281675339
1558951460.0804129,3195,0.0037510583642870188
1558951460.1564648,3196,0.006137884221971035
1558951463.055913,3230,0.009276285767555237
1558951463.726021,3240,0.004715370014309883
1558951463.925929,3243,0.003627038560807705
1558951463.999219,3244,0.007579568773508072
1558951464.141771,3246,0.009813408367335796
1558951464.210614,3247,0.010016089305281639
1558951469.294773,3305,0.005833600647747517
1558951472.13374,3345,0.004801545757800341
1558951474.796534,3376,0.003916126675903797
1558951477.248372,3403,0.005701203364878893
1558951477.5785542,3408,0.006260960828512907
1558951479.098301,3430,0.005729245021939278
1558951480.4772322,3449,0.0032165455631911755
1558951482.1473641,3464,0.008256582543253899
1558951483.348156,3480,0.005227858200669289
1558951486.315936,3509,0.004179767332971096
1558951486.5330079,3512,0.004468055441975594
1558951488.499661,3537,0.007859297096729279
1558951494.061644,3600,0.004434274509549141
1558951495.8491142,3618,0.010897275060415268
1558951495.989273,3620,0.0053421808406710625
1558951496.139831,3622,0.0029634428210556507
1558951496.5656488,3628,0.007091367617249489
1558951499.2259488,3656,0.0058083366602659225
1558951500.210721,3670,0.004900695756077766
1558951504.678543,3726,0.00876523181796074
1558951504.9449332,3730,0.0024023177102208138
1558951505.7081769,3741,0.005771516356617212
1558951509.913504,3793,0.006835189647972584
1558951511.966979,3814,0.004552179016172886
1558951512.306376,3819,0.004456066060811281
1558951512.4451299,3821,0.003966453019529581
1558951513.12751,3831,0.0029325284995138645
1558951516.078746,3864,0.007998409681022167
1558951516.8852491,3876,0.08842919766902924
1558951521.0472262,3928,0.004162215627729893
1558951523.658144,3956,0.0057944077998399734
1558951525.6849658,3984,0.005561071448028088
1558951528.869604,4022,0.007353430148214102
1558951529.639152,4033,0.0061300164088606834
1558951529.8449879,4036,0.006888143252581358
1558951534.598411,4093,0.008747197687625885
1558951534.9466062,4098,0.006695324555039406
1558951536.203424,4109,0.00887717492878437
1558951542.1315331,4182,0.005977733060717583
1558951543.086426,4194,0.004325267858803272
1558951543.2205272,4196,0.002635880373418331
1558951544.0489511,4201,0.004212509375065565
1558951544.11548,4202,0.003877728246152401
1558951545.962993,4227,0.002326604910194874
1558951546.306033,4232,0.007370584644377232
1558951546.513184,4235,0.004555069375783205
1558951547.0785139,4243,0.014419728890061378
1558951549.0398579,4263,0.002749060280621052
1558951549.3823879,4266,0.0077121383510529995
1558951550.433247,4282,0.005258340388536453
1558951552.466471,4304,0.0024695051833987236
1558951553.3253288,4317,0.005052546970546246
1558951553.580353,4319,0.005978196859359741
1558951557.462571,4369,0.003963780589401722
1558951559.239733,4393,0.004684966988861561
1558951559.740391,4400,0.0028354376554489136
1558951560.740869,4406,0.00673007033765316
1558951562.553747,4430,0.007723572198301554
1558951562.764578,4433,0.0038830372504889965
1558951567.467695,4492,0.0023972035851329565
1558951569.1464372,4509,0.00378749193623662
1558951570.666786,4530,0.007193219382315874
1558951574.366069,4578,0.006725009996443987
1558951574.6868968,4581,0.006315520964562893
1558951578.483824,4628,0.006795080378651619
1558951581.192179,4656,0.003492610063403845
1558951581.744832,4664,0.005238471552729607
1558951582.0257201,4668,0.003413385944440961
1558951582.580436,4676,0.007310754153877497
1558951585.810165,4713,0.0038774090353399515
1558951586.146795,4718,0.0033369967713952065
1558951588.4498188,4750,0.0024716504849493504
1558951589.549182,4758,0.0023801769129931927
1558951590.1538072,4767,0.0031940345652401447
1558951591.711773,4788,0.004741294775158167
1558951592.534126,4800,0.0055741071701049805
1558951593.1322439,4802,0.0067460667341947556
1558951595.8301802,4840,0.0023828924167901278
1558951597.059593,4852,0.004368711728602648
1558951600.123915,4894,0.006718193180859089
1558951605.7902038,4962,0.007658220827579498
1558951606.539922,4971,0.009370771236717701
1558951606.734038,4974,0.006897563114762306
1558951613.11298,5050,0.006062636151909828
1558951613.7030752,5052,0.05391926318407059
1558951613.767255,5053,0.0035280482843518257
1558951617.971361,5106,0.0037786446046084166
1558951619.9580019,5134,0.005468850024044514
1558951624.9315898,5200,0.006167558021843433
1558951628.2257578,5239,0.01032942347228527
1558951635.2515352,5329,0.00259612244553864
1558951636.4853382,5345,0.007761921733617783
1558951638.021717,5359,0.008860088884830475
1558951642.698949,5420,0.0048286886885762215
1558951644.273898,5442,0.0024299470242112875
1558951648.3829892,5495,0.007203451357781887
1558951650.150641,5515,0.002976709511131048
1558951650.36335,5517,0.00330687640234828
1558951652.6010292,5549,0.0018851547501981258
1558951654.697048,5573,0.004853202495723963
1558951655.594458,5587,0.004614568315446377
1558951659.040648,5630,0.006585422903299332
1558951661.360445,5658,0.010833067819476128
1558951661.485528,5660,0.0060320058837533
1558951661.744778,5664,0.002625182969495654
1558951662.705354,5679,0.0023869206197559834
1558951666.0190341,5720,0.00428410479798913
1558951666.216449,5723,0.00280270678922534
1558951670.409338,5776,0.0015161149203777313
1558951672.9933922,5807,0.004232351202517748
1558951673.0571468,5808,0.005210926756262779
1558951674.254475,5825,0.005882757715880871
1558951674.4434528,5828,0.0025771846994757652
1558951677.167768,5862,0.006393742747604847
1558951677.289026,5864,0.0020313020795583725
1558951677.844089,5871,0.002752935979515314
1558951680.736365,5907,0.0076703643426299095
1558951682.181812,5928,0.003175262827426195
1558951684.180886,5952,0.0033018921967595816
1558951684.493197,5957,0.0018172969575971365
1558951684.874532,5963,0.002486852463334799
1558951686.705367,5990,0.002329015638679266
1558951688.488501,6010,0.002025638474151492
1558951688.80689,6015,0.002300538355484605
1558951689.7608051,6030,0.0034718497190624475
1558951690.0784519,6035,0.0020593106746673584
1558951693.470028,6078,0.003943494521081448
1558951695.614099,6103,0.0029229638166725636
1558951695.7385201,6105,0.003026238176971674
1558951696.8719628,6121,0.003919046372175217
1558951697.500246,6131,0.003977406304329634
1558951701.403339,6181,0.0023794551379978657
1558951702.747068,6200,0.003913648892194033
1558951704.16358,6213,0.0061774603091180325
1558951704.56124,6219,0.002196204150095582
1558951705.521538,6232,0.0028947615064680576
1558951709.843849,6289,0.004767959471791983
1558951711.938774,6312,0.004717795178294182
1558951712.263671,6317,0.004541026894003153
1558951713.964499,6341,0.00555251631885767
1558951715.16465,6352,0.005698333028703928
1558951716.005453,6363,0.0040157027542591095
